Train,Val
8.268579483032227,8.27344036102295
2.300363540649414,10.420129776000977
0.7055845856666565,12.925010681152344
0.2660348415374756,14.812867164611816
0.1802242398262024,15.509232521057129
0.14174973964691162,15.907827377319336
0.1332550197839737,16.382373809814453
0.11251504719257355,16.384313583374023
0.10291077941656113,16.608308792114258
0.09681148827075958,17.109893798828125
0.09901569038629532,17.102771759033203
0.09567737579345703,17.552562713623047
0.09067680686712265,18.017580032348633
0.08728940784931183,18.180482864379883
0.09392080456018448,18.513322830200195
0.08919770270586014,18.773134231567383
0.08552789688110352,18.902503967285156
0.08897947520017624,19.03843116760254
0.0845593735575676,19.366636276245117
0.08255944401025772,19.66461753845215
0.08715225011110306,19.892383575439453
0.08245646208524704,20.1046199798584
0.07802075147628784,20.24151039123535
0.0860331803560257,20.355701446533203
0.0794539675116539,20.865367889404297
0.07634942978620529,21.089092254638672
0.07517819851636887,21.05325698852539
0.07602232694625854,21.183860778808594
0.0845806896686554,21.271211624145508
0.07907752692699432,21.580001831054688
0.08487161993980408,22.171846389770508
0.07695791125297546,22.326946258544922
0.08144274353981018,22.48440933227539
0.07046607881784439,22.335838317871094
0.07824287563562393,22.322717666625977
0.07008747011423111,22.583280563354492
0.08226016163825989,22.814495086669922
0.08123241364955902,22.83014488220215
0.07261227816343307,23.502155303955078
0.06700695306062698,23.292163848876953
0.06864553689956665,23.152210235595703
0.06908316165208817,23.021398544311523
0.0700158029794693,22.974266052246094
0.06958847492933273,23.37824249267578
0.07815956324338913,23.367027282714844
0.07669228315353394,23.098512649536133
0.07855989784002304,23.333120346069336
0.07233666628599167,23.585145950317383
0.06879054754972458,23.947795867919922
0.06923803687095642,23.532936096191406
0.06838477402925491,23.9337100982666
